1030796446007408	タルディックの両手剣
1030860870516848	野蛮な両手剣
1030869460451440	バルトンの両手剣
1030873755418736	デュヘイブンの両手剣
1030878050386032	タルウィンドの両手剣
1030890935287920	アイリスの両手剣
1030903820189808	レットの両手剣
1030916705091696	闇追いの剣
1030921000058992	正義の裁き
1030925295026288	完全なる正義の大剣
1030938179928176	シドモンの両手剣
1030972539666544	イグニール
1030976834633840	デレシアの両手剣
1035087118336112	エセリオンの両手剣
1035095708270704	ダンデリオンの両手剣
1035885922123513968	黒鉄スピダルのプレートアーマー
1073801953542256	未完の力作
1073806248509552	タルディックの両手斧
1073810543476848	アイリスの両手斧
1073814838444144	ゴルタクの両手斧
1073823428378736	トロールの鉤つき両手斧
1073827723346032	カイルスの両手斧
1073832018313328	骨穴の両手斧
1073836313280624	扇形の両手斧
1073844903215216	蹄鉄型の両手斧
1073849198182512	猟犬斬りの斧
1073853493149808	パイルーンの木こりの斧
1073862083084400	シグレモンの両手斧
1078011021492336	ベッカーの両手斧
1078015316459632	デカルの両手斧
1078036791296112	エセリオンの両手斧
1091536977313923184	デレシアの小型旗
111295487541360	鳥肉のスープ
111299782508656	長角のスープ
111329847279728	鹿の角茶
111334142247024	果実ジュース
11166966509207664	戦場の光のプレートアーマー
11166996573978736	白き血風のサークレット
11167043818618992	白き血風のプレートグローブ
11167048113586288	舞い散る純白のプレートグローブ
11167052408553584	戦場の光のプレートグローブ
11167069588422768	白き血風のレザーブーツ
11167099653193840	黄金の輝きのプレートグローブ
11167108243128432	黄金の輝きのプレートヘルム
11167112538095728	黄金の輝きのプレートブーツ
11167116833063024	暴風審判官のプレートアーマー
11167121128030320	暴風審判官のプレートヘルム
11167125422997616	暴風審判官のプレートブーツ
11167129717964912	暴風審判官のレザーグローブ
1116721561731184	ベッカーのウォーハンマー
1116725856698480	塩道のウォーハンマー
1116747331534960	骨穴のウォーハンマー
1116751626502256	タルウィンドのウォーハンマー
1116755921469552	サボテンのウォーハンマー
1116768806371440	アーレムのウォーハンマー
1116773101338736	アーレンのウォーハンマー
1116777396306032	ザルガンのウォーハンマー
1116803166109808	タルディックのウォーハンマー
1116811756044400	アイリスのウォーハンマー
1116820345978992	ゴルタクのウォーハンマー
111716394336368	ホウキタケ茶
111733574205552	マツタケ茶
111737869172848	シイタケ茶
111815178584176	蜂蜜茶
1120986464256112	エセリオンのウォーハンマー
1138170628407408	略奪者のハルバード
1138174923374704	アラバスターのハルバード
1138179218342000	アイリスのハルバード
1138183513309296	ランバートのハルバード
1138187808276592	ギリアムのハルバード
1138192103243888	骨穴のハルバード
1138196398211184	傭兵のハルバード
1138200693178480	ベッカーのハルバード
1138209283113072	セレステのハルバード
1138213578080368	黄金の先鋒
1159645464887408	ロズモンドの拳銃
1159649759854704	ゼメルの拳銃
1159654054822000	ファルコーネの拳銃
1159658349789296	ビランシアの拳銃
1159688414560368	過去の影の拳銃
1159697004494960	カリバーンの慈悲の拳銃
119967026511984	鳥肉の塩焼き
1202595137847408	アーレンのマスケット
1202599432814704	ベッカーのマスケット
1202603727782000	デレシアのマスケット
1202608022749296	ウェルズのマスケット
1202612317716592	レオフリックのマスケット
1202663857324144	カブト族のマスケット
1202668152291440	パイルーンのマスケット
1202672447258736	グスタフのマスケット
120602681671792	魚の塩焼き
124197569298544	柔らかい果物のパン
1245544810807408	バルトンの盾
1245600645382256	アイリスの盾
1245613530284144	シドモンの丸盾
1245626415186032	夜の鏡
1245630710153328	ドレークの盾
1245639300087920	飛翔する矢の盾
1245652184989808	スタッグロードの盾
1245785328975984	デカルの盾
1245789623943280	シドモンの盾
1245927062896752	タルディックの盾
1245931357864048	デュヘイブンの盾
1246025847144560	花咲く春の日の盾
1246030142111856	デメニスの勇気の盾
1246034437079152	デメニスの忠誠の盾
1246038732046448	デメニスの服従の盾
1247696589422704	ギリアムの大盾
1247700884390000	リフソスの大盾
1247705179357296	ウォースパイクの強化大盾
1247713769291888	タルウィンドの大盾
1247722359226480	ルーコンの大盾
1247726654193776	ロニドの大盾
1247730949161072	バルトンの大盾
1247735244128368	レクルの大盾
1247752423997552	ランフォードの大盾
1247756718964848	笑うからくり人形サーカスの盾
1247786783735920	ベッカーの大盾
1247799668637808	量産型レクルの大盾
1247821143474288	レクルの棘大盾
1247825438441584	ウォースパイクの棘大盾
1247829733408880	デメニス兵士の大盾
1249822598234224	軍団槍兵隊の大盾
126705830199408	ヘラチョウザメ
126710125166704	エビスザメ
126714420134000	巨大マダイ
126718715101296	紅メジナ
126723010068592	巨大ドジョウ
126727305035888	バショウカジキ
126731600003184	黄金のテンチ
126735894970480	シーラカンス
126740189937776	黄金のコイ
126748779872368	チョウチンアンコウ
126757369806960	デンキウナギ
127135326929008	アカシタビラメ
127139621896304	マダイ
127143916863600	サケ
127148211830896	チョウザメ
127152506798192	ベニザケ
127156801765488	クロダイ
127161096732784	メジナ
127165391700080	イシダイ
127169686667376	サバ
127182571569264	マカジキ
127186866536560	タツノオトシゴ
127195456471152	ヒトデ
127199751438448	イカ
127204046405744	アラ
127994320388208	ブラックブロウブリーク
127998615355504	ヴァリィオグールズチャブ
128002910322800	シュナイダー
128007205290096	カマツカ
128011500257392	ラスボラ
128015795224688	ノーザンパイク
128020090191984	マス
128024385159280	コイ
128028680126576	テンチ
128032975093872	ドジョウ
128037270061168	ナマズ
128041565028464	コクチマス
128045859995760	カワメンタイ
128050154963056	ヘビウナギ
128054449930352	パーチ
128058744897648	バス
128063039864944	イエローバス
128067334832240	ハンテンケツギョ
128071629799536	フナ
128075924766832	機械魚
128080219734128	ザリガニ
1288494483767408	金結びの先祖の弓
1288498778734704	デカルの弓
1288503073702000	ベッカーの弓
1288507368669296	暁月の伝令たちの弓
1288541728407664	タルディックの弓
1288546023374960	カイルスの弓
1288550318342256	シドモンの弓
1288554613309552	ブラッドスチールの弓
1288567498211440	トマソの弓
1288571793178736	ウォースパイクの弓
1288588973047920	狂魂ロングボウ
1288704937164912	白木の弓
128891968553072	火薬
128917738356848	デレシアの果実酒
128943508160624	潤滑油
129068062212208	烽火台の扉の鍵
129102421950576	鉄扉の鍵
129123896787056	牢屋の鍵
1292785156096112	エセリオンの弓
1292789451063408	紅の番人の弓
1319073903590506608	赤褐色レイギスのレザーブーツ
1331474221498480	シドモンの槍
1331478516465776	アルフォンソの槍
1331491401367664	カイルスの槍
1331495696334960	アラバスターの槍
1331517171171440	ウォースパイクの槍
1331538646007920	歯車破壊者の槍
1331542940975216	大義の槍
1331547235942512	バルガシュの未完成品
1331560120844400	闇追いの槍
1331573005746288	北風の三叉槍
1331590185615472	裏切り者の槍
1331607365484656	儚き者の杖
1374393829687408	ハイドのクロスボウ
1374398124654704	南部の放浪トロール兵のクロスボウ
1417343502647408	リナードの両手砲
1417347797614704	電磁力火炎放射器
1417352092582000	電磁力冷気放射器
1434364200343306352	紅刃のガスマスク
1532196335506161776	ポロリンの花びら帽子
1539898543307751536	ラノックのプレートアーマー
1564689889109213296	黒鉄デュメニスのプレートブーツ
1589142194487408	パイルーンのショットガン
1589146489454704	デュヘイブンのショットガン
1589150784422000	モーティマーのショットガン
1589155079389296	メチルボムのショットガン
1589159374356592	デレシアのショットガン
1589163669323888	ブリードのショットガン
1589167964291184	デインのショットガン
1597859002413219952	クレイルのプレートアーマー
1634239351095408	デメニスの小型旗
1634252235997296	王家の狩場の小型旗
1634260825931888	黒い熊の小型旗
1681559243473289328	ホワイトホーンのイヤリング
1681559252063223920	雷のネックレス
1681559303602831472	闇の誓約
1681559307897798768	闇の印
1681559312192766064	闇の聖物
1681559320782700656	カランダのネックレス
1681559325077667952	魔女のイヤリング
1681559329372635248	漆黒の印章
1681559342257537136	古代のイヤリング
1681559346552504432	古代の指輪
1681559350847471728	古代人のネックレス
1703127164779495536	ブリードのガスマスク
1717986918400112	ベッカーの両手ハンマー
1717991213367408	黄金竜の爪
1717995508334704	火炎の両手ハンマー
1717999803302000	カブト族の両手ハンマー
1718004098269296	ランフォードの両手ハンマー
1718008393236592	骨穴の両手ハンマー
1760945181294704	爆炎手砲
1760953771229296	銅製ハンドドリル
1760970951098480	荒波のガントレット
1760975246065776	鋼鉄拳のガントレット
1760983836000368	マスカンの上半身の分身
1760988130967664	マスカンの下半身の分身
1811197836256084080	マイントの板金兜
1846840232247408	睡眠スティンガー
18614388260976	壊れたヴィジオネ
18618683228272	壊れたヴィジオネ
18622978195568	壊れたヴィジオネ
18657337933936	壊れたヴィジオネ
18799071854704	壊れたヴィジオネ
2147487942967408	審判官の両手斧
2147505122836592	紋様石の両手斧
214761249702000	毒矢
214795609440368	鏑矢
214993177935984	矢の束
223364069195888	ゴブリンの壺
223368364163184	油樽
223385544032368	両側吊り旗
223389838999664	小型旗
223424198738032	デメニスの小型旗
223428493705328	デレシアの小型旗
223437083639920	黒い熊の小型旗
223445673574512	歌う黄昏の小型旗
223449968541808	顔なき者の小型旗
223462853443696	ウェルズの小型旗
223471443378288	鋼鉄の鏃の小型旗
223480033312880	地獄の猟犬の小型旗
227637561655408	リンゴの種
227701986164848	クークー鳥の鉄釜
227770705641584	粘着爆弾
227779295576176	時限爆弾
2355793221168136304	レイギスのレザーブーツ
25769803776112	インベントリ拡張バッグ
2576984672567408	彫刻された銅のイヤリング
2576988967534704	彫刻された銀のイヤリング
2576993262502000	彫刻された金のイヤリング
2577001852436592	黄金の鹿の涙
25774098743408	拡張バッグ(小)
25778393710704	拡張バッグ(中)
25782688678000	拡張バッグ(特大)
25791278612592	拡張バッグ(大)
2589973173361442928	大型レイギスのレザーブーツ
2591869818034454640	黒鉄ラクシアのプレートヘルム
2609680446115545200	重いバケツ
2619938640494704	彫刻された銀のネックレス
